State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
"MD","Death rate for CABG surgery patients","MORT_30_CABG","0","9","1","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MD","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","2","37","3","3","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"MD","Serious complications","PSI_90_SAFETY","4","40","3","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","47","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","42","1","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","1","43","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","45","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","37","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Pressure sores","PSI_3_ULCER","5","42","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","47","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","42","3","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","45","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","45","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MD","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","42","3","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Death rate for heart attack patients","MORT_30_AMI","0","28","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ME","Death rate for heart failure patients","MORT_30_HF","2","31","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ME","Death rate for pneumonia patients","MORT_30_PN","1","32","1","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ME","Death rate for COPD patients","MORT_30_COPD","1","32","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ME","Death rate for stroke patients","MORT_30_STK","1","28","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ME","Death rate for CABG surgery patients","MORT_30_CABG","0","3","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ME","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","26","0","4","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"ME","Serious complications","PSI_90_SAFETY","1","16","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","17","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","17","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","1","15","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","17","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","6","0","11","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Pressure sores","PSI_3_ULCER","2","15","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","17","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","17","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","17","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","16","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ME","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","1","15","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Death rate for heart attack patients","MORT_30_AMI","0","66","7","50","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MI","Death rate for heart failure patients","MORT_30_HF","4","95","15","18","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MI","Death rate for pneumonia patients","MORT_30_PN","2","114","10","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MI","Death rate for COPD patients","MORT_30_COPD","1","105","5","13","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MI","Death rate for stroke patients","MORT_30_STK","0","79","3","38","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MI","Death rate for CABG surgery patients","MORT_30_CABG","0","34","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MI","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","95","5","15","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"MI","Serious complications","PSI_90_SAFETY","4","86","4","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","93","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","87","1","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","82","0","7","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","86","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","48","3","30","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Pressure sores","PSI_3_ULCER","6","85","2","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","93","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","87","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","90","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","89","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MI","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","85","3","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Death rate for heart attack patients","MORT_30_AMI","0","24","0","87","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MN","Death rate for heart failure patients","MORT_30_HF","0","67","2","58","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MN","Death rate for pneumonia patients","MORT_30_PN","0","88","5","36","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MN","Death rate for COPD patients","MORT_30_COPD","0","53","0","75","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MN","Death rate for stroke patients","MORT_30_STK","0","32","1","86","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MN","Death rate for CABG surgery patients","MORT_30_CABG","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MN","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","54","2","28","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"MN","Serious complications","PSI_90_SAFETY","4","44","2","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","49","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","48","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","2","32","0","14","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","47","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","16","1","27","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Pressure sores","PSI_3_ULCER","2","47","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","49","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","46","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
