State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"GU","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","208","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","81","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","87","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","122","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","130","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","78","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","137","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","141","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","188","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_VERY_HIGH_MIN","194","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
