Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnotes,Measure Start Date,Measure End Date
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Preventive Care,IMM-2,Influenza Immunization,97,227,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50006F,NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,BREMERTON,WA,98312,KITSAP,(360) 475-4232,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Preventive Care,IMM-2,Influenza Immunization,85,124,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
50014F,NAVAL HOSPITAL OAK HARBOR,"3475 NORTH SARATOGA STREET, BUILDING 993",OAK HARBOR,WA,98278,ISLAND,(360) 257-9500,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,5 - Results are not available for this reporting period.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,315,66,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Emergency Department Care,ED-1b,Median Time from ED Arrival to ED Departure for Admitted ED Patients - Reporting Measure,216,236,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,54,56,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Emergency Department Care,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients - Reporting Measure,65,233,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Preventive Care,IMM-2,Influenza Immunization,81,216,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Preventive Care,IMM-2,Influenza Immunization,78,284,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,107,476,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Emergency Department Care,OP-18b,Median Time from ED Arrival to ED Departure for Discharged ED Patients - Reporting Measure,73,465,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Heart Attack Care,OP-2,Fibrinolytic Therapy Received within 30 minutes of Emergency Department Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,25,483,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Emergency Department Care,OP-20,Door to Diagnostic Evaluation by a Qualified Medical Professional,16,470,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Emergency Department Care,OP-21,Median Time to Pain Management for Long Bone Fracture,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Stroke Care,OP-23,Head CT or MRI Scan Results for Acute Ischemic Stroke or Hemorrhagic Stroke Patients who Received Head CT or MRI Scan Interpretation Within 45 minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Heart Attack Care,OP-3,Median Time to Transfer to Another Facility for Acute Coronary,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Heart Attack Care,OP-4,"Aspirin at Arrival, Chest Pain",Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Heart Attack Care,OP-5a,Median Time to ECG - Chest Pain,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,0,20,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Pregnancy and Delivery Care ,PC-01,Percent of Newborns whose Deliveries Were Scheduled Early (1-3 weeks) When a Scheduled Delivery Was Not Medically Necessary,0,32,2 - Data submitted were based on a sample of cases/patients.,1/1/2017,12/31/2017
NOT/AVAIL,"BASSETT ARMY COMMUNITY HOSPITAL, FT. WAINWRIGHT",4076 NEELY RD,FORT WAINWRIGHT,AK,99703,FAIRBANKS NORTH STAR,(907) 361-4000,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2017,12/31/2017
NOT/AVAIL,"673RD MEDICAL GROUP, ELMENDORF",5955 ZEAMER AVENUE,ELMENDORF AFB,AK,99506,ANCHORAGE,(907) 384-1110,Blood Clot Prevention and Treatment,VTE-6,Incidence of Potentially-Preventable Venous Thromboembolism,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/1/2017,12/31/2017
