"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"180038","OWENSBORO HEALTH REGIONAL HOSPITAL","1201 Pleasant Valley Rd","Owensboro",,"KY","42303",2704172000,97,3,0,98,90,8,2,94,84,13,3,94,83,15,2,94,"5",3191,934,30,04/01/2017,03/31/2018
"180048","EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","217 South Third Street","Danville",,"KY","40422",8592391000,96,4,0,98,91,7,2,95,84,14,2,94,84,15,1,94,,2881,610,22,04/01/2017,03/31/2018
"180050","HARLAN ARH HOSPITAL","81 Ball Park Rd","Harlan",,"KY","40831",6065738100,98,2,0,99,93,5,2,96,83,13,4,93,84,13,3,93,,1505,393,27,04/01/2017,03/31/2018
"180051","JENNIE STUART MEDICAL CENTER","320 West 18th Street,po Box 2400","Hopkinsville",,"KY","42241",2708870100,,,,,,,,,,,,,,,,,"4",,,,,
"180056","METHODIST HOSPITAL","1305 N Elm St","Henderson",,"KY","42420",2708277700,,,,,,,,,,,,,,,,,"4",,,,,
"180067","UNIVERSITY OF KENTUCKY HOSPITAL","1000 South Limestone","Lexington",,"KY","40536",8593235000,96,4,0,98,92,7,1,96,85,12,3,94,86,12,2,94,,1734,406,23,04/01/2017,03/31/2018
"180069","TUG VALLEY ARH REGIONAL MEDICAL CENTER","260 Hospital Drive","South Williamson",,"KY","41503",6062371700,96,3,1,98,92,6,2,95,82,14,4,93,86,12,2,94,,872,168,20,04/01/2017,03/31/2018
"180079","HARRISON MEMORIAL HOSPITAL","1210 Ky Highway 36 East","Cynthiana",,"KY","41031",8592342300,98,2,0,99,90,8,2,94,86,12,2,94,81,18,1,93,,1897,653,34,04/01/2017,03/31/2018
"180115","ROCKCASTLE COUNTY HOSPITAL, INC.","145 Newcomb Avenue,po Box 1310","Mount Vernon",,"KY","40456",6062562195,98,2,0,99,94,5,1,97,94,5,1,97,91,9,0,97,"2",401,101,25,04/01/2017,03/31/2018
"181306","METHODIST HOSPITAL UNION COUNTY","4604 Us Highway 60 West","Morganfield",,"KY","42437",2703895000,,,,,,,,,,,,,,,,,"4",,,,,
"181314","CAVERNA MEMORIAL HOSPITAL","1501 South Dixie Street","Horse Cave",,"KY","42749",2707862191,97,3,0,99,88,5,7,91,87,8,5,93,78,20,2,92,"3",126,34,27,04/01/2017,03/31/2018
"181315","EPHRAIM MCDOWELL FORT LOGAN HOSPITAL","110 Metker Trail","Stanford",,"KY","40484",6063654600,98,2,0,99,93,6,1,96,83,16,1,94,85,14,1,94,"3",371,91,25,04/01/2017,03/31/2018
"181316","MARY BRECKINRIDGE ARH HOSPITAL","130 Kate Ireland Drive","Hyden",,"KY","41749",6066722901,89,11,0,97,77,-4,27,77,43,57,0,87,75,25,0,93,"1",10,3,30,04/01/2017,03/31/2018
"181318","THE MEDICAL CENTER AT FRANKLIN","1100 Brookhaven Road","Franklin",,"KY","42135",2705984800,96,3,1,98,91,8,1,95,80,17,3,92,80,18,2,93,,1119,424,38,04/01/2017,03/31/2018
"181320","LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC","131 Hospital Drive","Salem",,"KY","42078",2709882299,96,4,0,98,90,7,3,94,81,15,4,93,78,21,1,92,,732,173,24,04/01/2017,03/31/2018
"181324","THE MEDICAL CENTER AT SCOTTSVILLE","456 Burnley Road","Scottsville",,"KY","42164",2706222800,97,3,0,98,95,4,1,97,80,14,6,90,72,28,0,91,"2;3",121,21,17,04/01/2017,03/31/2018
"181328","KNOX COUNTY HOSPITAL","80 Hospital Drive,po Box 10","Barbourville",,"KY","40906",6065464175,95,1,4,95,87,12,1,93,64,29,7,90,68,24,8,87,"3",172,29,19,04/01/2017,03/31/2018
"181331","MCDOWELL ARH HOSPITAL","9879 Kentucky Route 122,po Box 247","Mc Dowell",,"KY","41647",6063773400,100,0,0,100,99,1,0,100,100,0,0,100,100,0,0,100,"1",32,4,13,04/01/2017,03/31/2018
"190002","LAFAYETTE GENERAL MEDICAL CENTER","1214 Coolidge Avenue","Lafayette",,"LA","70503",3372897991,96,4,0,98,92,6,2,95,87,10,3,94,87,10,3,94,,4559,994,26,04/01/2017,03/31/2018
"190004","THIBODAUX REGIONAL MEDICAL CENTER","602 N Acadia Road","Thibodaux",,"LA","70301",9854475500,,,,,,,,,,,,,,,,,"4",,,,,
"190005","UNIVERSITY MEDICAL CENTER NEW ORLEANS","2000 Canal Street","New Orleans",,"LA","70112",5047023000,95,4,1,97,91,7,2,94,85,11,4,94,85,13,2,94,,1916,316,17,04/01/2017,03/31/2018
"190006","UNIVERSITY HOSPITAL & CLINICS","2390 West Congress","Lafayette",,"LA","70506",3372616000,98,2,0,99,95,4,1,97,89,9,2,95,87,11,2,95,,2888,518,19,04/01/2017,03/31/2018
"190007","NATCHITOCHES REGIONAL MEDICAL CENTER","501 Keyser Ave","Natchitoches",,"LA","71457",3182144200,,,,,,,,,,,,,,,,,"4",,,,,
"190008","TERREBONNE GENERAL MEDICAL CENTER","8166 Main Street","Houma",,"LA","70360",9858734141,97,3,0,98,91,7,2,95,84,13,3,94,83,16,1,94,,1910,524,28,04/01/2017,03/31/2018
"190011","UNIVERSITY HEALTH CONWAY","4864 Jackson Street","Monroe",,"LA","71202",3183887000,,,,,,,,,,,,,,,,,"4",,,,,
"190017","OPELOUSAS GENERAL HEALTH SYSTEM","539 East Prudhomme Street","Opelousas",,"LA","70570",3379483011,97,2,1,98,93,5,2,96,81,16,3,93,77,20,3,91,,1844,514,28,04/01/2017,03/31/2018
"190019","CHRISTUS ST FRANCES CABRINI HOSPITAL","3330 Masonic Drive","Alexandria",,"LA","71301",3184871122,96,4,0,98,86,10,4,91,87,10,3,94,85,13,2,94,,1693,435,26,04/01/2017,03/31/2018
"190027","CHRISTUS ST PATRICK HOSPITAL","524 Dr. Michael Debakey Dr.","Lake Charles",,"LA","70601",3374917730,95,4,1,97,90,8,2,94,86,11,3,93,81,13,6,90,,1086,290,27,04/01/2017,03/31/2018
"190034","ABBEVILLE GENERAL HOSPITAL","118 N Hospital Dr","Abbeville",,"LA","70510",3378935466,,,,,,,,,,,,,,,,,"4",,,,,
"190039","WEST JEFFERSON MEDICAL CENTER","1101 Medical Center Blvd","Marrero",,"LA","70072",5043475511,96,3,1,98,92,6,2,95,82,14,4,92,76,21,3,91,,1825,449,25,04/01/2017,03/31/2018
"190040","SLIDELL MEMORIAL HOSPITAL","1001 Gause Blvd","Slidell",,"LA","70458",9852802200,,,,,,,,,,,,,,,,,"4",,,,,
"190041","CHRISTUS HEALTH SHREVEPORT - BOSSIER","1453 E Bert Kouns Industrial Drive","Shreveport",,"LA","71105",3186815000,96,4,0,98,91,7,2,95,87,12,1,95,87,12,1,95,,1956,579,30,04/01/2017,03/31/2018
"190044","ACADIA GENERAL HOSPITAL","1305 Crowley Rayne Highway","Crowley",,"LA","70526",3377833222,98,2,0,99,93,6,1,96,88,11,1,95,84,14,2,94,,1915,584,31,04/01/2017,03/31/2018
"190046","TOURO INFIRMARY","1401 Foucher Street","New Orleans",,"LA","70115",5048978247,94,5,1,97,92,7,1,96,81,18,1,93,82,16,2,93,,1296,312,24,04/01/2017,03/31/2018
"190054","IBERIA MEDICAL CENTER","2315 E Main Street","New Iberia",,"LA","70560",3373640441,,,,,,,,,,,,,,,,,"4",,,,,
"190065","BATON ROUGE GENERAL MEDICAL CENTER","8585 Picardy Avenue","Baton Rouge",,"LA","70806",2253877767,95,4,1,97,91,7,2,95,86,11,3,93,86,12,2,94,,1570,384,24,04/01/2017,03/31/2018
"190090","WINN PARISH MEDICAL CENTER","301 W Boundary Street","Winnfield",,"LA","71483",3186483000,,,,,,,,,,,,,,,,,"4",,,,,
"190098","UNIVERSITY HEALTH SHREVEPORT","1541 Kings Highway","Shreveport",,"LA","71130",3186755058,,,,,,,,,,,,,,,,,"4",,,,,
"190146","EAST JEFFERSON GENERAL HOSPITAL","4200 Houma Blvd","Metairie",,"LA","70011",5044544000,,,,,,,,,,,,,,,,,"4",,,,,
"190160","GLENWOOD REGIONAL MEDICAL CENTER","P O Box 35805","West Monroe",,"LA","71291",3183294600,,,,,,,,,,,,,,,,,"4",,,,,
"190251","SURGICAL SPECIALTY CENTER OF BATON ROUGE","8080 Bluebonnet Blvd","Baton Rouge",,"LA","70810",2254088080,98,2,0,99,92,7,1,95,90,8,2,96,90,8,2,96,,2428,729,30,04/01/2017,03/31/2018
"190259","LAFAYETTE SURGICAL SPECIALTY HOSPITAL","1101 Kaliste Saloom Rd","Lafayette",,"LA","70508",3377694100,99,1,0,100,95,4,1,97,94,5,1,97,94,4,2,97,,1389,441,32,04/01/2017,03/31/2018
"190263","HEART HOSPITAL OF LAFAYETTE","1105 Kaliste Saloom Road","Lafayette",,"LA","70508",3375211000,97,2,1,98,91,6,3,94,91,6,3,96,93,5,2,97,,509,191,38,04/01/2017,03/31/2018
"190268","LAFAYETTE GENERAL SURGICAL HOSPITAL","1000 W Pinhook Rd Suite 100","Lafayette",,"LA","70503",3372898095,98,2,0,99,94,5,1,97,92,7,1,96,92,7,1,97,,1741,599,35,04/01/2017,03/31/2018
"190270","SOUTHERN SURGICAL HOSPITAL","1700 W Lindberg Drive","Slidell",,"LA","70458",9856410600,98,1,1,99,92,6,2,95,91,8,1,96,90,9,1,96,,1154,267,23,04/01/2017,03/31/2018
"190278","SPECIALISTS HOSPITAL SHREVEPORT","1500 Line Avenue","Shreveport",,"LA","71101",3182133800,,,,,,,,,,,,,,,,,"4",,,,,
"190303","CYPRESS POINTE SURGICAL HOSPITAL","42570 South Airport Road","Hammond",,"LA","70403",9856309407,,,,,,,,,,,,,,,,,"4",,,,,
"191310","FRANKLIN FOUNDATION HOSPITAL","1097 Northwest Blvd","Franklin",,"LA","70538",3378280760,96,3,1,98,92,6,2,95,84,13,3,93,75,21,4,89,,569,122,22,04/01/2017,03/31/2018
"191317","JACKSON PARISH HOSPITAL","165 Beech Springs Road","Jonesboro",,"LA","71251",3182594435,92,7,1,96,91,7,2,95,79,16,5,92,84,14,2,94,"3",246,87,37,04/01/2017,03/31/2018
"200001","ST JOSEPH HOSPITAL","360 Broadway","Bangor",,"ME","04401",2072621000,,,,,,,,,,,,,,,,,"4",,,,,
"200008","MERCY HOSPITAL","144 State Street","Portland",,"ME","04101",2078793000,98,2,0,99,92,7,1,95,89,10,1,95,88,11,1,95,,2642,906,34,04/01/2017,03/31/2018
"200009","MAINE MEDICAL CENTER","22 Bramhall St","Portland",,"ME","04102",2076620111,96,4,0,98,92,7,1,95,83,14,3,93,85,13,2,94,,11458,3457,30,04/01/2017,03/31/2018
"200019","SOUTHERN MAINE HEALTH CARE","1 Medical Center Drive","Biddeford",,"ME","04005",2072837000,,,,,,,,,,,,,,,,,"4",,,,,
"200020","YORK HOSPITAL","15 Hospital Drive","York",,"ME","03909",2073634321,97,2,1,98,94,5,1,96,91,6,3,95,88,10,2,95,,1343,431,32,04/01/2017,03/31/2018
"200021","MID COAST HOSPITAL","123 Medical Center Drive","Brunswick",,"ME","04011",2077290181,,,,,,,,,,,,,,,,,"4",,,,,
"200024","CENTRAL MAINE MEDICAL CENTER","300 Main Street","Lewiston",,"ME","04240",2077950111,,,,,,,,,,,,,,,,,"4",,,,,
"200033","EASTERN MAINE MEDICAL CENTER","Po Box 404","Bangor",,"ME","04401",2079737000,96,4,0,98,89,9,2,94,78,17,5,91,78,20,2,91,,4680,1351,29,04/01/2017,03/31/2018
"200034","ST MARY'S REGIONAL MEDICAL CENTER","318 Sabattus Street","Lewiston",,"ME","04240",2077778100,,,,,,,,,,,,,,,,,"4",,,,,
"200037","FRANKLIN MEMORIAL HOSPITAL","111 Franklin Health Commons","Farmington",,"ME","04938",2077786031,,,,,,,,,,,,,,,,,"4",,,,,
"200041","INLAND HOSPITAL","200 Kennedy Memorial Drive","Waterville",,"ME","04901",2078613012,,,,,,,,,,,,,,,,,"4",,,,,
"200050","MAINE COAST MEMORIAL HOSPITAL","50 Union Street","Ellsworth",,"ME","04605",2076675311,97,3,0,99,91,7,2,94,79,18,3,92,73,24,3,90,,925,333,36,04/01/2017,03/31/2018
"200052","NORTHERN MAINE MEDICAL CENTER","194 E. Main Street","Fort Kent",,"ME","04743",2078343195,,,,,,,,,,,,,,,,,"4",,,,,
"200063","PENOBSCOT BAY MEDICAL CENTER","6 Glen Cove Drive","Rockport",,"ME","04856",2079218000,98,2,0,99,92,7,1,95,81,16,3,92,76,22,2,91,,1139,353,31,04/01/2017,03/31/2018
"201305","CALAIS REGIONAL HOSPITAL","24 Hospital Lane","Calais",,"ME","04619",2074547521,98,2,0,99,92,6,2,95,87,13,0,95,79,21,0,93,"3",233,66,28,04/01/2017,03/31/2018
"201311","DOWN EAST COMMUNITY HOSPITAL","Upper Court Street","Machias",,"ME","04656",2072553356,,,,,,,,,,,,,,,,,"4",,,,,
"201312","WALDO COUNTY GENERAL HOSPITAL","118 Northport Ave","Belfast",,"ME","04915",2073382500,99,1,0,99,93,6,1,96,89,8,3,94,84,13,3,93,,874,335,38,04/01/2017,03/31/2018
"201315","STEPHENS MEMORIAL HOSPITAL","181 Main Street","Norway",,"ME","04268",2077435933,97,3,0,98,94,5,1,96,82,16,2,93,80,18,2,92,,1101,387,35,04/01/2017,03/31/2018
"210001","MERITUS MEDICAL CENTER","11116 Medical Campus Rd","Hagerstown",,"MD","21742",3017908000,,,,,,,,,,,,,,,,,"4",,,,,
"210004","HOLY CROSS HOSPITAL","1500 Forest Glen Road","Silver Spring",,"MD","20910",3017547000,,,,,,,,,,,,,,,,,"4",,,,,
"210012","SINAI HOSPITAL OF BALTIMORE","2401 West Belvedere Avenue","Baltimore",,"MD","21215",4106019000,96,3,1,98,91,7,2,95,79,16,5,91,74,21,5,88,,1510,378,25,04/01/2017,03/31/2018
"210015","MEDSTAR FRANKLIN SQUARE MEDICAL CENTER","9000 Franklin Square Drive","Baltimore",,"MD","21237",4437778415,97,3,0,98,92,6,2,95,83,15,2,94,80,18,2,92,,1813,435,24,04/01/2017,03/31/2018
"210018","MEDSTAR MONTGOMERY MEDICAL CENTER","18101 Prince Philip Drive","Olney",,"MD","20832",3017748882,97,3,0,98,91,8,1,95,86,12,2,94,82,16,2,93,,1477,430,29,04/01/2017,03/31/2018
"210023","ANNE ARUNDEL MEDICAL CENTER","2001 Medical Parkway","Annapolis",,"MD","21401",4434811307,98,2,0,99,94,5,1,97,92,7,1,96,90,9,1,96,,3453,1084,31,04/01/2017,03/31/2018
"210024","MEDSTAR UNION MEMORIAL HOSPITAL","201 East University Parkway","Baltimore",,"MD","21218",4105542000,95,5,0,98,90,8,2,94,80,17,3,92,81,18,1,93,,2394,666,28,04/01/2017,03/31/2018
"210028","MEDSTAR SAINT MARY'S HOSPITAL","25500 Point Lookout Road","Leonardtown",,"MD","20650",3014756001,97,3,0,99,90,8,2,94,81,16,3,92,76,21,3,91,,1570,430,27,04/01/2017,03/31/2018
"210033","CARROLL HOSPITAL CENTER","291 Stoner Avenue","Westminster",,"MD","21157",4108483000,98,2,0,99,89,9,2,93,87,12,1,94,79,19,2,92,,1188,361,30,04/01/2017,03/31/2018
"210034","MEDSTAR HARBOR HOSPITAL","3001 South  Hanover Street","Baltimore",,"MD","21225",4103503201,97,3,0,98,89,9,2,93,84,13,3,93,79,19,2,92,,2021,391,19,04/01/2017,03/31/2018
"210039","CALVERTHEALTH MEDICAL CENTER","100 Hospital Road","Prince Frederick",,"MD","20678",4105358239,97,3,0,99,91,7,2,95,84,15,1,93,81,18,1,93,,1546,383,26,04/01/2017,03/31/2018
"210040","NORTHWEST HOSPITAL CENTER","5401 Old Court Road","Randallstown",,"MD","21133",4105212200,98,2,0,99,92,7,1,95,87,12,1,95,82,17,1,93,,1304,359,28,04/01/2017,03/31/2018
"210044","GREATER BALTIMORE MEDICAL CENTER","6701 North  Charles Street","Baltimore",,"MD","21204",4438492000,97,3,0,98,91,7,2,95,88,10,2,95,86,12,2,95,,4000,1181,30,04/01/2017,03/31/2018
"210056","MEDSTAR GOOD SAMARITAN HOSPITAL","5601 Loch Raven Boulevard","Baltimore",,"MD","21239",4434443902,96,3,1,98,90,7,3,93,85,11,4,93,80,17,3,92,,2904,624,21,04/01/2017,03/31/2018
"210062","MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER","7503 Surratts Road","Clinton",,"MD","20735",3018688000,93,6,1,96,90,8,2,94,68,26,6,89,62,33,5,85,,2078,438,21,04/01/2017,03/31/2018
"220008","STURDY MEMORIAL HOSPITAL","211 Park Street,po Box 2963","Attleboro",,"MA","02703",5082225200,,,,,,,,,,,,,,,,,"4",,,,,
"220011","CAMBRIDGE HEALTH ALLIANCE","1493 Cambridge Street","Cambridge",,"MA","02139",6176651000,95,4,1,97,91,7,2,94,81,15,4,92,77,18,5,90,,3808,619,16,04/01/2017,03/31/2018
"220012","CAPE COD HEALTHCARE","27 Park Street,p.O. Box 640","Hyannis",,"MA","02601",5087711800,97,2,1,98,91,7,2,94,89,9,2,94,89,9,2,95,,1150,376,33,04/01/2017,03/31/2018
"220016","BAYSTATE FRANKLIN MEDICAL CENTER","164 High Street","Greenfield",,"MA","01301",4137730211,97,3,0,98,90,8,2,94,86,12,2,94,81,17,2,93,,2125,713,34,04/01/2017,03/31/2018
"220030","BAYSTATE WING HOSPITAL","40 Wright Street","Palmer",,"MA","01069",4132837651,97,3,0,98,90,9,1,94,81,16,3,93,80,18,2,92,,1774,561,32,04/01/2017,03/31/2018
"220060","BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH","275 Sandwich Street","Plymouth",,"MA","02360",5087462000,,,,,,,,,,,,,,,,,"4",,,,,
"220065","BAYSTATE NOBLE HOSPITAL","115 West Silver Street,po Box 1634","Westfield",,"MA","01086",4135682811,94,5,1,96,86,11,3,92,77,16,7,91,71,24,5,87,"3",787,22,9,04/01/2017,03/31/2018
"220075","MASSACHUSETTS EYE AND EAR INFIRMARY -","243 Charles Street","Boston",,"MA","02114",6175237900,,,,,,,,,,,,,,,,,"4",,,,,
"220077","BAYSTATE MEDICAL CENTER","759 Chestnut St","Springfield",,"MA","01199",4137940000,97,3,0,98,90,8,2,94,87,12,1,95,85,13,2,94,,2108,623,30,04/01/2017,03/31/2018
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 Parker Hill Avenue","Boston",,"MA","02120",6177545800,98,2,0,99,90,9,1,94,92,6,2,96,92,7,1,97,,855,285,33,04/01/2017,03/31/2018
"220100","SOUTH SHORE HOSPITAL","797 Main Street","South Weymouth",,"MA","02190",7813408000,98,2,0,99,93,5,2,96,90,9,1,95,88,11,1,95,,4125,1291,31,04/01/2017,03/31/2018
"220108","BETH ISRAEL DEACONESS HOSPITAL - MILTON","199 Reedsdale Road","Milton",,"MA","02186",6176964600,97,3,0,98,92,6,2,95,88,10,2,95,87,11,2,94,,2882,754,26,04/01/2017,03/31/2018
"220116","TUFTS MEDICAL CENTER","800 Washington Street","Boston",,"MA","02111",6176365000,,,,,,,,,,,,,,,,,"4",,,,,
"220135","FALMOUTH HOSPITAL","100 Ter Heun Drive","Falmouth",,"MA","02540",5085485300,98,2,0,99,93,6,1,96,91,8,1,96,89,10,1,96,,1298,417,32,04/01/2017,03/31/2018
"230003","SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","8333 Felch Street","Zeeland",,"MI","49464",6167724644,99,1,0,99,95,4,1,97,93,7,0,96,92,7,1,97,,1460,507,35,04/01/2017,03/31/2018
"230005","EMMA L BIXBY MEDICAL CENTER","818 Riverside Ave","Adrian",,"MI","49221",5172650900,,,,,,,,,,,,,,,,,"4",,,,,
"230015","THREE RIVERS HEALTH","701 South Health Parkway","Three Rivers",,"MI","49093",2692781145,96,3,1,98,92,7,1,95,83,14,3,94,80,16,4,92,,1544,339,22,04/01/2017,03/31/2018
"230017","BRONSON METHODIST HOSPITAL","601 John St","Kalamazoo",,"MI","49007",2693417654,,,,,,,,,,,,,,,,,"4",,,,,
"230021","LAKELAND HOSPITAL, ST JOSEPH","1234 Napier Ave, P O Box  410","St. Joseph",,"MI","49085",2699838300,97,3,0,98,90,8,2,94,85,13,2,95,85,14,1,94,,4031,1175,30,04/01/2017,03/31/2018
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E Chicago St","Coldwater",,"MI","49036",5172795489,97,3,0,98,91,7,2,95,80,18,2,93,78,20,2,92,,1017,168,21,04/01/2017,03/31/2018
"230035","SPECTRUM HEALTH UNITED HOSPITAL","615 S Bower St","Greenville",,"MI","48838",6167544691,99,1,0,99,89,8,3,93,88,10,2,95,86,13,1,95,,1637,520,32,04/01/2017,03/31/2018
"230038","SPECTRUM HEALTH-BUTTERWORTH CAMPUS","100 Michigan Ave Ne","Grand Rapids",,"MI","49503",6163911774,97,3,0,99,91,7,2,94,84,14,2,94,82,17,1,93,,1897,496,26,04/01/2017,03/31/2018
"230040","SPECTRUM HEALTH PENNOCK","1009 W Green St","Hastings",,"MI","49058",2699451215,98,2,0,99,93,6,1,96,81,16,3,92,73,25,2,90,,1417,459,32,04/01/2017,03/31/2018
"230075","BRONSON BATTLE CREEK HOSPITAL","300 North Ave","Battle Creek",,"MI","49016",2692458000,,,,,,,,,,,,,,,,,"4",,,,,
"230078","COMMUNITY HOSPITAL- WATERVLIET","400 Medical Park Dr","Watervliet",,"MI","49098",2694633111,96,4,0,98,94,5,1,96,90,7,3,95,93,6,1,97,,623,223,36,04/01/2017,03/31/2018
"230085","BRONSON SOUTH HAVEN HOSPITAL","955 S Bailey Ave","South Haven",,"MI","49090",2696375271,,,,,,,,,,,,,,,,,"4",,,,,
"230093","SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 Oak St","Big Rapids",,"MI","49307",2317968691,97,3,0,99,94,5,1,96,82,17,1,94,75,24,1,91,,1177,419,36,04/01/2017,03/31/2018
"230096","STURGIS HOSPITAL","916 Myrtle Ave","Sturgis",,"MI","49091",2696517824,,,,,,,,,,,,,,,,,"4",,,,,
"230099","PROMEDICA MONROE REGIONAL HOSPITAL","718 N Macomb St","Monroe",,"MI","48162",7342404550,,,,,,,,,,,,,,,,,"4",,,,,
"230110","SPECTRUM HEALTH LUDINGTON HOSPITAL","1 Atkinson Dr","Ludington",,"MI","49431",2318432591,98,1,1,99,92,6,2,95,81,17,2,93,74,24,2,90,,1295,461,37,04/01/2017,03/31/2018
"230133","MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL","825 North Center Ave","Gaylord",,"MI","49735",9897312100,97,3,0,99,92,6,2,95,86,13,1,95,85,14,1,94,"5",1127,320,29,04/01/2017,03/31/2018
"230264","SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC","21230 Dequindre Rd","Warren",,"MI","48091",5864271000,96,4,0,98,92,6,2,95,84,10,6,93,81,13,6,90,,767,173,23,04/01/2017,03/31/2018
"231309","ASPIRUS ONTONAGON HOSPITAL INC","601 South Seventh St.","Ontonagon",,"MI","49953",9068848000,,,,,,,,,,,,,,,,,"4",,,,,
"231317","SPECTRUM HEALTH KELSEY HOSPITAL","418 Washington","Lakeview",,"MI","48850",9893527211,97,3,0,99,92,7,1,96,79,19,2,93,84,15,1,94,,529,212,40,04/01/2017,03/31/2018
"231318","ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC","1400  Ice Lake Rd","Iron River",,"MI","49935",9062656121,,,,,,,,,,,,,,,,,"4",,,,,
"231319","ASPIRUS KEWEENAW HOSPITAL AND CLINICS","205 Osceola","Laurium",,"MI","49913",9063376500,,,,,,,,,,,,,,,,,"4",,,,,
"231323","SPECTRUM HEALTH REED CITY HOSPITAL","300 N Patterson,po Box 75","Reed City",,"MI","49677",2318327159,98,2,0,99,90,7,3,94,83,14,3,93,79,19,2,92,,1406,460,33,04/01/2017,03/31/2018
"231332","BRONSON LAKEVIEW HOSPITAL","408 Hazen Street","Paw Paw",,"MI","49079",2696571400,,,,,,,,,,,,,,,,,"4",,,,,
"231333","ASPIRUS IRONWOOD HOSPITAL","N10561 Grand View Lane","Ironwood",,"MI","49938",9069322525,,,,,,,,,,,,,,,,,"4",,,,,
"231334","PROMEDICA HERRICK HOSPITAL","500 E Pottawatamie St","Tecumseh",,"MI","49286",5174243000,,,,,,,,,,,,,,,,,"4",,,,,
"231337","OSF ST FRANCIS HOSPITAL AND MEDICAL GROUP","3401 Ludington St","Escanaba",,"MI","49829",9067863311,,,,,,,,,,,,,,,,,"4",,,,,
"231338","SPECTRUM HEALTH GERBER MEMORIAL","212 S Sullivan St","Fremont",,"MI","49412",2319243300,98,2,0,99,93,6,1,96,86,12,2,93,79,18,3,91,,1120,351,31,04/01/2017,03/31/2018
"240001","NORTH MEMORIAL MEDICAL CENTER","3300 Oakdale Ave North","Robbinsdale",,"MN","55422",7635205200,97,3,0,98,90,8,2,94,82,15,3,92,80,17,3,92,,2820,860,31,04/01/2017,03/31/2018
"240020","CAMBRIDGE MEDICAL CENTER","701 South Dellwood Avenue","Cambridge",,"MN","55008",7636887700,,,,,,,,,,,,,,,,,"4",,,,,
"240036","ST CLOUD HOSPITAL","1406 6th Ave North","Saint Cloud",,"MN","56303",3202512700,,,,,,,,,,,,,,,,,"4",,,,,
"240038","ALLINA UNITED HOSPITAL","333 North Smith Ave","Saint Paul",,"MN","55102",6512418155,,,,,,,,,,,,,,,,,"4",,,,,
"240040","UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS","750 East 34th St","Hibbing",,"MN","55746",2183626730,98,2,0,99,94,5,1,96,84,14,2,94,81,17,2,93,,1388,559,40,04/01/2017,03/31/2018
"240044","WINONA HEALTH SERVICES","855 Mankato Avenue","Winona",,"MN","55987",5074543650,96,4,0,98,86,9,5,91,75,20,5,91,70,27,3,89,,2868,748,26,04/01/2017,03/31/2018
"240050","FAIRVIEW LAKES HEALTH SERVICES","5200 Fairview Boulevard","Wyoming",,"MN","55092",7633896481,98,2,0,99,89,9,2,93,82,17,1,93,81,18,1,93,,1157,408,35,04/01/2017,03/31/2018
"240053","PARK NICOLLET METHODIST HOSPITAL","6500 Excelsior Blvd","Saint Louis Park",,"MN","55426",9529935000,98,2,0,99,93,6,1,96,87,10,3,94,88,10,2,95,,1409,520,37,04/01/2017,03/31/2018
"240057","ABBOTT NORTHWESTERN HOSPITAL","800 East 28th Street","Minneapolis",,"MN","55407",6128634457,,,,,,,,,,,,,,,,,"4",,,,,
"240059","REGINA HOSPITAL","1175 Nininger Road","Hastings",,"MN","55033",6514041000,,,,,,,,,,,,,,,,,"4",,,,,
"240064","GRAND ITASCA CLINIC AND HOSPITAL","1601 Golf Course Road","Grand Rapids",,"MN","55744",2183263401,,,,,,,,,,,,,,,,,"4",,,,,
