State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"SD","SSI - Colon Surgery","HAI_3_SIR","1.443","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","SSI - Colon Surgery","HAI_3_SIR","0.781","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","SSI - Colon Surgery","HAI_3_SIR","0.848","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","SSI - Colon Surgery","HAI_3_SIR","1.309","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","SSI - Colon Surgery","HAI_3_SIR","0.996","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","SSI - Colon Surgery","HAI_3_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","SSI - Colon Surgery","HAI_3_SIR","1.406","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","SSI - Colon Surgery","HAI_3_SIR","0.885","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","SSI - Colon Surgery","HAI_3_SIR","0.937","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","SSI - Colon Surgery","HAI_3_SIR","1.424","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","SSI - Colon Surgery","HAI_3_SIR","0.271","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.692","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.814","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.332","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.119","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.019","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.234","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.057","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.280","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.948","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.858","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.901","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.287","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.293","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.276","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.997","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.986","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.184","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.164","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.138","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.013","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.099","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.359","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.188","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.315","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.965","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.181","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.698","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.939","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.854","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.663","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.760","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.788","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.795","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.308","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.106","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.880","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.069","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.988","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.930","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.972","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.096","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.961","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.901","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.921","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.614","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.137","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","2.180","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.039","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.097","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","1.763","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","SSI - Colon Surgery: Upper Confidence Limit","HAI_3_CI_UPPER","0.895","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.667","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.566","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.893","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.824","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.880","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.898","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.690","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.608","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
