Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,TRISS Measure ID,Survey Question,Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,Answer Percent,Answer Percent Footnote,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate,Survey Response Rate Footnote,Measure Start Date,Measure End Date
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,3,,Not Applicable,,1986,,36%,,1/1/2017,12/31/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,60%,,1986,,36%,,1/1/2017,12/31/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,2,,Not Applicable,,1986,,36%,,1/1/2017,12/31/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,49%,,1986,,36%,,1/1/2017,12/31/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,1,,Not Applicable,,1986,,36%,,1/1/2017,12/31/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,64%,,1986,,36%,,1/1/2017,12/31/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2,,Not Applicable,,1986,,36%,,1/1/2017,12/31/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,1986,,36%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,84%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,87%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,84%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,79%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,76%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,89%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,63%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,77%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,75%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,79%,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,392,,35%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,78%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,83%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,84%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,74%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,71%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,2,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,89%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,59%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,68%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,73%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,69%,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,909,,33%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,85%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,81%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,82%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,74%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,70%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,90%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,53%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,3,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,63%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,2,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,73%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,65%,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
19050F,"BAYNES JONES ARMY COMMUNITY HOSPITAL, FT. POLK",1585 THIRD STREET,FORT POLK,LA,71459,VERNON,(337) 531-3118,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,244,,31%,,1/1/2017,12/31/2017
21007F,"WALTER REED NATIONAL MEDICAL CENTER, BETHESDA",8901 WISCONSIN AVENUE,BETHESDA,MD,20889,MONTGOMERY,(301) 295-4000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,70%,,3392,,41%,,1/1/2017,12/31/2017
21007F,"WALTER REED NATIONAL MEDICAL CENTER, BETHESDA",8901 WISCONSIN AVENUE,BETHESDA,MD,20889,MONTGOMERY,(301) 295-4000,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2,,Not Applicable,,3392,,41%,,1/1/2017,12/31/2017
21007F,"WALTER REED NATIONAL MEDICAL CENTER, BETHESDA",8901 WISCONSIN AVENUE,BETHESDA,MD,20889,MONTGOMERY,(301) 295-4000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,83%,,3392,,41%,,1/1/2017,12/31/2017
21007F,"WALTER REED NATIONAL MEDICAL CENTER, BETHESDA",8901 WISCONSIN AVENUE,BETHESDA,MD,20889,MONTGOMERY,(301) 295-4000,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,3392,,41%,,1/1/2017,12/31/2017
