Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,STTag,Score,Sample,Footnote,Measure Start Date,Measure End Date
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","2","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","10/01/2016","03/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","185","415","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","132","414","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","89","299","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","97","231","","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","7","251","","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","95","339","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Emergency Department","OP-20","Door to diagnostic eval","Minutes","28","399","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Emergency Department","OP-21","Median time to pain med","Minutes","74","12","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Emergency Department","OP-23","Head CT results","Percentage","Not Available","1","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","2","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","297","551","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","84","551","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","99","395","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY","40206","JEFFERSON","5022874000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
