Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,86,399,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,97,470,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,50,209,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),44,209,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.12,11487,,1/1/2016,12/31/2016
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.01,11487,,1/1/2016,12/31/2016
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,548,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,577,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,67,436,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),64,436,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.58,8617,,1/1/2016,12/31/2016
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.1,8617,,1/1/2016,12/31/2016
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,57,23,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,98,431,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,624,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,40,220,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),26,220,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,2.73,6138,,1/1/2016,12/31/2016
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,6138,,1/1/2016,12/31/2016
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,9,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,99,507,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,640,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,88,149,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),45,149,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.46,5745,,1/1/2016,12/31/2016
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5745,,1/1/2016,12/31/2016
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,94,622,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,784,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,6,295,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),4,295,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,14034,,1/1/2016,12/31/2016
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.16,14034,,1/1/2016,12/31/2016
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,9,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,98,625,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,97,823,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,63,264,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),28,264,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,1.36,9160,,1/1/2016,12/31/2016
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9160,,1/1/2016,12/31/2016
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,723,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,98,846,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,77,98,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),56,98,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.14,9237,,1/1/2016,12/31/2016
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9237,,1/1/2016,12/31/2016
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,9,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,90,613,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,95,793,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,48,217,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),21,217,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3198,,1/1/2016,12/31/2016
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.06,3198,,1/1/2016,12/31/2016
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,4,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,98,358,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,96,542,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,87,180,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),40,180,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3706,,1/1/2016,12/31/2016
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.1,3706,,1/1/2016,12/31/2016
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,76,393,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,94,552,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,40,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),30,164,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.02,8394,,1/1/2016,12/31/2016
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.03,8394,,1/1/2016,12/31/2016
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,7,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,48,513,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,93,655,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,20,183,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),16,183,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VE,MOUNTAIN HOME,TN,37684,WASHINGTON,4239261171,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,6491,,1/1/2016,12/31/2016
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VE,MOUNTAIN HOME,TN,37684,WASHINGTON,4239261171,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.55,6491,,1/1/2016,12/31/2016
